isMemoryActive,Ollama Chat response,iteration
True,smeared and vandalized,546
True,smeared and vandalized,547
True,smeared and vandalized,548
True,smeared and vandalized,549
True,smeared and vandalized,550
True,smeared and vandalized,551
True,smeared and vandalized,552
True,smeared and vandalized,553
True,smeared and vandalized,554
True,smeared and vandalized,555
True,smeared and vandalized,556
True,smeared and vandalized,557
True,smeared and vandalized,558
True,smeared and vandalized,559
True,smeared and vandalized,560
True,smeared and vandalized,561
True,smeared and vandalized,562
True,smeared and vandalized,563
True,smeared and vandalized,564
True,smeared and vandalized,565
True,smeared and vandalized,566
True,smeared and vandalized,567
True,smeared and vandalized,568
True,smeared and vandalized,569
True,smeared and vandalized,570
True,smeared and vandalized,571
True,smeared and vandalized,572
True,smeared and vandalized,573
True,smeared and vandalized,574
True,smeared and vandalized,575
True,smeared and vandalized,576
True,smeared and vandalized,577
True,smeared and vandalized,578
True,smeared and vandalized,579
True,smeared and vandalized,580
True,smeared and vandalized,581
True,smeared and vandalized,582
True,smeared and vandalized,583
True,smeared and vandalized,584
True,smeared and vandalized,585
True,smeared and vandalized,586
True,smeared and vandalized,587
True,smeared and vandalized,588
True,smeared and vandalized,589
True,smeared and vandalized,590
True,smeared and vandalized,591
True,smeared and vandalized,592
True,smeared and vandalized,593
True,smeared and vandalized,594
True,smeared and vandalized,595
True,smeared and vandalized,596
True,smeared and vandalized,597
True,smeared and vandalized,598
True,smeared and vandalized,599
True,smeared and vandalized,600
True,smeared and vandalized,601
True,smeared and vandalized,602
True,smeared and vandalized,603
True,smeared and vandalized,604
True,smeared and vandalized,605
True,smeared and vandalized,606
True,smeared and vandalized,607
True,smeared and vandalized,608
True,smeared and vandalized,609
True,smeared and vandalized,610
True,smeared and vandalized,611
True,smeared and vandalized,612
True,smeared and vandalized,613
True,smeared and vandalized,614
True,smeared and vandalized,615
True,smeared and vandalized,616
True,smeared and vandalized,617
True,smeared and vandalized,618
True,smeared and vandalized,619
True,smeared and vandalized,620
True,smeared and vandalized,621
True,smeared and vandalized,622
True,smeared and vandalized,623
True,smeared and vandalized,624
True,smeared and vandalized,625
True,smeared and vandalized,626
True,smeared and vandalized,627
True,smeared and vandalized,628
True,smeared and vandalized,629
True,smeared and vandalized,630
True,smeared and vandalized,631
True,smeared and vandalized,632
True,smeared and vandalized,633
True,smeared and vandalized,634
True,smeared and vandalized,635
True,smeared and vandalized,636
True,smeared and vandalized,637
True,smeared and vandalized,638
True,smeared and vandalized,639
True,smeared and vandalized,640
True,smeared and vandalized,641
True,smeared and vandalized,642
True,smeared and vandalized,643
True,smeared and vandalized,644
True,smeared and vandalized,645
True,smeared and vandalized,646
True,smeared and vandalized,647
True,smeared and vandalized,648
True,smeared and vandalized,649
True,smeared and vandalized,650
True,smeared and vandalized,651
True,smeared and vandalized,652
True,smeared and vandalized,653
True,smeared and vandalized,654
True,smeared and vandalized,655
True,smeared and vandalized,656
True,smeared and vandalized,657
True,smeared and vandalized,658
True,smeared and vandalized,659
True,smeared and vandalized,660
True,smeared and vandalized,661
True,smeared and vandalized,662
True,smeared and vandalized,663
True,smeared and vandalized,664
True,smeared and vandalized,665
True,smeared and vandalized,666
True,smeared and vandalized,667
True,smeared and vandalized,668
True,smeared and vandalized,669
True,smeared and vandalized,670
True,smeared and vandalized,671
True,smeared and vandalized,672
True,smeared and vandalized,673
True,smeared and vandalized,674
True,smeared and vandalized,675
True,smeared and vandalized,676
True,smeared and vandalized,677
True,smeared and vandalized,678
True,smeared and vandalized,679
True,smeared and vandalized,680
True,smeared and vandalized,681
True,smeared and vandalized,682
True,smeared and vandalized,683
True,smeared and vandalized,684
True,smeared and vandalized,685
True,smeared and vandalized,686
True,smeared and vandalized,687
True,smeared and vandalized,688
True,smeared and vandalized,689
True,smeared and vandalized,690
True,smeared and vandalized,691
True,smeared and vandalized,692
True,smeared and vandalized,693
True,smeared and vandalized,694
True,smeared and vandalized,695
True,smeared and vandalized,696
True,smeared and vandalized,697
True,smeared and vandalized,698
True,smeared and vandalized,699
True,smeared and vandalized,700
True,smeared and vandalized,701
True,smeared and vandalized,702
True,smeared and vandalized,703
True,smeared and vandalized,704
True,smeared and vandalized,705
True,smeared and vandalized,706
True,smeared and vandalized,707
True,smeared and vandalized,708
True,smeared and vandalized,709
True,smeared and vandalized,710
True,smeared and vandalized,711
True,smeared and vandalized,712
True,smeared and vandalized,713
True,smeared and vandalized,714
True,smeared and vandalized,715
True,smeared and vandalized,716
True,smeared and vandalized,717
True,smeared and vandalized,718
True,smeared and vandalized,719
True,smeared and vandalized,720
True,smeared and vandalized,721
True,smeared and vandalized,722
True,smeared and vandalized,723
True,smeared and vandalized,724
True,smeared and vandalized,725
True,smeared and vandalized,726
True,smeared and vandalized,727
True,smeared and vandalized,728
True,smeared and vandalized,729
True,smeared and vandalized,730
True,smeared and vandalized,731
True,smeared and vandalized,732
True,smeared and vandalized,733
True,smeared and vandalized,734
True,smeared and vandalized,735
True,smeared and vandalized,736
True,smeared and vandalized,737
True,smeared and vandalized,738
True,smeared and vandalized,739
True,smeared and vandalized,740
True,smeared and vandalized,741
True,smeared and vandalized,742
True,smeared and vandalized,743
True,smeared and vandalized,744
True,smeared and vandalized,745
True,smeared and vandalized,746
True,smeared and vandalized,747
True,smeared and vandalized,748
True,smeared and vandalized,749
True,smeared and vandalized,750
True,smeared and vandalized,751
True,smeared and vandalized,752
True,smeared and vandalized,753
True,smeared and vandalized,754
True,smeared and vandalized,755
True,smeared and vandalized,756
True,smeared and vandalized,757
True,smeared and vandalized,758
True,smeared and vandalized,759
True,smeared and vandalized,760
True,smeared and vandalized,761
True,smeared and vandalized,762
True,smeared and vandalized,763
True,smeared and vandalized,764
True,smeared and vandalized,765
True,smeared and vandalized,766
True,smeared and vandalized,767
True,smeared and vandalized,768
True,smeared and vandalized,769
True,smeared and vandalized,770
True,smeared and vandalized,771
True,smeared and vandalized,772
True,smeared and vandalized,773
True,smeared and vandalized,774
True,smeared and vandalized,775
True,smeared and vandalized,776
True,smeared and vandalized,777
True,smeared and vandalized,778
True,smeared and vandalized,779
True,smeared and vandalized,780
True,smeared and vandalized,781
True,smeared and vandalized,782
True,smeared and vandalized,783
True,smeared and vandalized,784
True,smeared and vandalized,785
True,smeared and vandalized,786
True,smeared and vandalized,787
True,smeared and vandalized,788
True,smeared and vandalized,789
True,smeared and vandalized,790
True,smeared and vandalized,791
True,smeared and vandalized,792
True,smeared and vandalized,793
True,smeared and vandalized,794
True,smeared and vandalized,795
True,smeared and vandalized,796
True,smeared and vandalized,797
True,smeared and vandalized,798
True,smeared and vandalized,799
True,smeared and vandalized,800
True,smeared and vandalized,801
True,smeared and vandalized,802
True,smeared and vandalized,803
True,smeared and vandalized,804
True,smeared and vandalized,805
True,smeared and vandalized,806
True,smeared and vandalized,807
True,smeared and vandalized,808
True,smeared and vandalized,809
True,smeared and vandalized,810
True,smeared and vandalized,811
True,smeared and vandalized,812
True,smeared and vandalized,813
True,smeared and vandalized,814
True,smeared and vandalized,815
True,smeared and vandalized,816
True,smeared and vandalized,817
True,smeared and vandalized,818
True,smeared and vandalized,819
True,smeared and vandalized,820
True,smeared and vandalized,821
True,smeared and vandalized,822
True,smeared and vandalized,823
True,smeared and vandalized,824
True,smeared and vandalized,825
True,smeared and vandalized,826
True,smeared and vandalized,827
True,smeared and vandalized,828
True,smeared and vandalized,829
True,smeared and vandalized,830
True,smeared and vandalized,831
True,smeared and vandalized,832
True,smeared and vandalized,833
True,smeared and vandalized,834
True,smeared and vandalized,835
True,smeared and vandalized,836
True,smeared and vandalized,837
True,smeared and vandalized,838
True,smeared and vandalized,839
True,smeared and vandalized,840
True,smeared and vandalized,841
True,smeared and vandalized,842
True,smeared and vandalized,843
True,smeared and vandalized,844
True,smeared and vandalized,845
True,smeared and vandalized,846
True,smeared and vandalized,847
True,smeared and vandalized,848
True,smeared and vandalized,849
True,smeared and vandalized,850
True,smeared and vandalized,851
True,smeared and vandalized,852
True,smeared and vandalized,853
True,smeared and vandalized,854
True,smeared and vandalized,855
True,smeared and vandalized,856
True,smeared and vandalized,857
True,smeared and vandalized,858
True,smeared and vandalized,859
True,smeared and vandalized,860
True,smeared and vandalized,861
True,smeared and vandalized,862
True,smeared and vandalized,863
True,smeared and vandalized,864
True,smeared and vandalized,865
True,smeared and vandalized,866
True,smeared and vandalized,867
True,smeared and vandalized,868
True,smeared and vandalized,869
True,smeared and vandalized,870
True,smeared and vandalized,871
True,smeared and vandalized,872
True,smeared and vandalized,873
True,smeared and vandalized,874
True,smeared and vandalized,875
True,smeared and vandalized,876
True,smeared and vandalized,877
True,smeared and vandalized,878
True,smeared and vandalized,879
True,smeared and vandalized,880
True,smeared and vandalized,881
True,smeared and vandalized,882
True,smeared and vandalized,883
True,smeared and vandalized,884
True,smeared and vandalized,885
True,smeared and vandalized,886
True,smeared and vandalized,887
True,smeared and vandalized,888
True,smeared and vandalized,889
True,smeared and vandalized,890
True,smeared and vandalized,891
True,smeared and vandalized,892
True,smeared and vandalized,893
True,smeared and vandalized,894
True,smeared and vandalized,895
True,smeared and vandalized,896
True,smeared and vandalized,897
True,smeared and vandalized,898
True,smeared and vandalized,899
True,smeared and vandalized,900
True,smeared and vandalized,901
True,smeared and vandalized,902
True,smeared and vandalized,903
True,smeared and vandalized,904
True,smeared and vandalized,905
True,smeared and vandalized,906
True,smeared and vandalized,907
True,smeared and vandalized,908
True,smeared and vandalized,909
True,smeared and vandalized,910
True,smeared and vandalized,911
True,smeared and vandalized,912
True,smeared and vandalized,913
True,smeared and vandalized,914
True,smeared and vandalized,915
True,smeared and vandalized,916
True,smeared and vandalized,917
True,smeared and vandalized,918
True,smeared and vandalized,919
True,smeared and vandalized,920
True,smeared and vandalized,921
True,smeared and vandalized,922
True,smeared and vandalized,923
True,smeared and vandalized,924
True,smeared and vandalized,925
True,smeared and vandalized,926
True,smeared and vandalized,927
True,smeared and vandalized,928
True,smeared and vandalized,929
True,smeared and vandalized,930
True,smeared and vandalized,931
True,smeared and vandalized,932
True,smeared and vandalized,933
True,smeared and vandalized,934
True,smeared and vandalized,935
True,smeared and vandalized,936
True,smeared and vandalized,937
True,smeared and vandalized,938
True,smeared and vandalized,939
True,smeared and vandalized,940
True,smeared and vandalized,941
True,smeared and vandalized,942
True,smeared and vandalized,943
True,smeared and vandalized,944
True,smeared and vandalized,945
True,smeared and vandalized,946
True,smeared and vandalized,947
True,smeared and vandalized,948
True,smeared and vandalized,949
True,smeared and vandalized,950
True,smeared and vandalized,951
True,smeared and vandalized,952
True,smeared and vandalized,953
True,smeared and vandalized,954
True,smeared and vandalized,955
True,smeared and vandalized,956
True,smeared and vandalized,957
True,smeared and vandalized,958
True,smeared and vandalized,959
True,smeared and vandalized,960
True,smeared and vandalized,961
True,smeared and vandalized,962
True,smeared and vandalized,963
True,smeared and vandalized,964
True,smeared and vandalized,965
True,smeared and vandalized,966
True,smeared and vandalized,967
True,smeared and vandalized,968
True,smeared and vandalized,969
True,smeared and vandalized,970
True,smeared and vandalized,971
True,smeared and vandalized,972
True,smeared and vandalized,973
True,smeared and vandalized,974
True,smeared and vandalized,975
True,smeared and vandalized,976
True,smeared and vandalized,977
True,smeared and vandalized,978
True,smeared and vandalized,979
True,smeared and vandalized,980
True,smeared and vandalized,981
True,smeared and vandalized,982
True,smeared and vandalized,983
True,smeared and vandalized,984
True,smeared and vandalized,985
True,smeared and vandalized,986
True,smeared and vandalized,987
True,smeared and vandalized,988
True,smeared and vandalized,989
True,smeared and vandalized,990
True,smeared and vandalized,991
True,smeared and vandalized,992
True,smeared and vandalized,993
True,smeared and vandalized,994
True,smeared and vandalized,995
True,smeared and vandalized,996
True,smeared and vandalized,997
True,smeared and vandalized,998
True,smeared and vandalized,999
True,smeared and vandalized,1000
False,clean,1
False,clean,2
False,clean,3
False,clean,4
False,clean,5
False,clean,6
False,clean,7
False,clean,8
False,clean,9
False,clean,10
False,clean,11
False,clean,12
False,clean,13
False,clean,14
False,clean,15
False,clean,16
False,clean,17
False,clean,18
False,clean,19
False,clean,20
False,clean,21
False,clean,22
False,clean,23
False,clean,24
False,clean,25
False,clean,26
False,clean,27
False,clean,28
False,clean,29
False,clean,30
False,clean,31
False,clean,32
False,clean,33
False,clean,34
False,clean,35
False,clean,36
False,clean,37
False,clean,38
False,clean,39
False,clean,40
False,clean,41
False,clean,42
False,clean,43
False,clean,44
False,clean,45
False,clean,46
False,clean,47
False,clean,48
False,clean,49
False,clean,50
False,clean,51
False,clean,52
False,clean,53
False,clean,54
False,clean,55
False,clean,56
False,clean,57
False,clean,58
False,clean,59
False,clean,60
False,clean,61
False,clean,62
False,clean,63
False,clean,64
False,clean,65
False,clean,66
False,clean,67
False,clean,68
False,clean,69
False,clean,70
False,clean,71
False,clean,72
False,clean,73
False,clean,74
False,clean,75
False,clean,76
False,clean,77
False,clean,78
False,clean,79
False,clean,80
False,clean,81
False,clean,82
False,clean,83
False,clean,84
False,clean,85
False,clean,86
False,clean,87
False,clean,88
False,clean,89
False,clean,90
False,clean,91
False,clean,92
False,clean,93
False,clean,94
False,clean,95
False,clean,96
False,clean,97
False,clean,98
False,clean,99
False,clean,100
False,clean,101
False,clean,102
False,clean,103
False,clean,104
False,clean,105
False,clean,106
False,clean,107
False,clean,108
False,clean,109
False,clean,110
False,clean,111
False,clean,112
False,clean,113
False,clean,114
False,clean,115
False,clean,116
False,clean,117
False,clean,118
False,clean,119
False,clean,120
False,clean,121
False,clean,122
False,clean,123
False,clean,124
False,clean,125
False,clean,126
False,clean,127
False,clean,128
False,clean,129
False,clean,130
False,clean,131
False,clean,132
False,clean,133
False,clean,134
False,clean,135
False,clean,136
